US,OPEC,RUS,P,reward
47.5,0.0,28.75,63.75,0.0
5.267857142857139,55.714285714285715,22.008928571428573,57.00892857142857,2061.9260204081634
36.495535714285715,0.0,34.25223214285714,69.25223214285714,0.0
2.5167410714285694,55.714285714285715,23.384486607142858,58.38448660714286,2138.564253826531
18.66489955357143,34.285714285714285,26.024693080357142,61.02469308035714,1406.5609056122448
17.344796316964285,34.285714285714285,26.684744698660715,61.68474469866072,1429.1912468112248
17.0147705078125,34.285714285714285,26.849757603236608,61.84975760323661,1434.8488321109694
16.932264055524556,34.285714285714285,26.89101082938058,61.891010829380576,1436.2632284359054
16.911637442452566,34.285714285714285,26.901324135916575,61.90132413591658,1436.6168275171399
23.335052217756,21.428571428571427,30.118188176836284,65.11818817683628,966.8183180750632
23.86947734015329,17.142857142857142,31.993832758494783,66.99383275849479,805.6085615741964
10.074512192181182,42.857142857142854,26.034172475337982,61.03417247533798,1758.6073918001991
34.48291376233101,0.0,35.258543118834496,70.2585431188345,0.0
19.156442726297037,21.428571428571427,32.20749292256577,67.20749292256576,1011.5891340549806
14.253396395859973,34.285714285714285,28.23044465921287,63.23044465921288,1482.1866740301557
16.241920527536422,34.285714285714285,27.236182593374647,62.23618259337465,1448.0976889157023
16.739051560455536,34.285714285714285,26.98761707691509,61.987617076915086,1439.5754426370886
16.86333431868531,34.285714285714285,26.925475697800202,61.92547569780021,1437.4448810674357
16.894405008242757,34.285714285714285,26.90994035302148,61.90994035302148,1436.9122406750223
29.759315537774974,8.571428571428571,33.334627945398225,68.33462794539822,414.2968109605562
26.546971741586603,8.571428571428571,34.940799843492414,69.94079984349241,428.06399865850636
8.601028649682362,42.857142857142854,26.77091424658739,61.770914246587395,1790.1820391394597
34.1145428767063,0.0,35.442728561646845,70.44272856164685,0.0
14.778635719176577,30.0,30.11068214041171,65.11068214041171,1353.3204642123515
15.301801786937006,34.285714285714285,27.706241963674355,62.70624196367436,1464.2140101831208
16.504021875305682,34.285714285714285,27.105131919490017,62.10513191949002,1443.6045229539436
16.80457689739785,34.285714285714285,26.954854408443932,61.954854408443936,1438.4521511466492
16.879715652920893,34.285714285714285,26.91728503068241,61.91728503068241,1437.1640581948254
16.89850034180165,34.285714285714285,26.907892686242032,61.907892686242036,1436.8420349568698
16.903196514021843,34.285714285714285,26.905544600131936,61.90554460013193,1436.7615291473805
16.904370557076888,34.285714285714285,26.904957578604414,61.90495757860441,1436.7414026950082
16.90466406784065,34.285714285714285,26.904810823222533,61.90481082322253,1436.7363710819154
16.90473744553159,34.285714285714285,26.904774134377064,61.904774134377064,1436.7351131786422
16.904755789954326,34.285714285714285,26.904764962165693,61.9047649621657,1436.734798702824
16.90476037606001,34.285714285714285,26.904762669112852,61.904762669112856,1436.7347200838692
16.904761522586433,34.285714285714285,26.90476209584964,61.904762095849634,1436.7347004291303
16.904761809218037,34.285714285714285,26.90476195253384,61.904761952533846,1436.7346955154462
16.904761880875938,34.285714285714285,26.90476191670489,61.904761916704885,1436.7346942870247
16.90476189879041,34.285714285714285,26.904761907747652,61.904761907747655,1436.7346939799195
16.904761903269033,34.285714285714285,26.90476190550834,61.90476190550834,1436.734693903143
16.904761904388685,34.285714285714285,26.904761904948515,61.904761904948515,1436.7346938839491
16.9047619046686,34.285714285714285,26.90476190480856,61.90476190480855,1436.7346938791504
16.904761904738578,34.285714285714285,26.90476190477357,61.904761904773565,1436.7346938779508
16.90476190475607,34.285714285714285,26.904761904764822,61.904761904764825,1436.7346938776511
16.90476190476045,34.285714285714285,26.904761904762633,61.90476190476264,1436.734693877576
16.904761904761543,34.285714285714285,26.904761904762086,61.90476190476208,1436.734693877557
16.904761904761813,34.285714285714285,26.90476190476195,61.904761904761955,1436.7346938775527
16.904761904761884,34.285714285714285,26.904761904761916,61.90476190476191,1436.7346938775513
16.904761904761898,34.285714285714285,26.90476190476191,61.90476190476191,1436.7346938775513
16.904761904761905,34.285714285714285,26.904761904761905,61.9047619047619,1436.7346938775509
19.642857142857142,55.714285714285715,14.82142857142857,49.82142857142857,1661.4795918367347
40.089285714285715,0.0,32.45535714285714,67.45535714285714,0.0
3.4151785714285694,55.714285714285715,22.935267857142858,57.93526785714286,2113.5363520408164
36.03236607142857,0.0,34.483816964285715,69.48381696428572,0.0
2.4009486607142847,55.714285714285715,23.4423828125,58.4423828125,2141.7898995535716
35.77880859375,0.0,34.610595703125,69.610595703125,0.0
4.480416434151785,51.42857142857143,24.545506068638392,59.54550606863839,2033.7688835299743
35.227246965680806,0.0,34.8863765171596,69.88637651715959,0.0
2.1996688842773438,55.714285714285715,23.54302270071847,58.54302270071847,2147.396979040029
35.72848864964077,0.0,34.63575567517962,69.63575567517961,0.0
28.03926501955305,4.285714285714286,36.33751034736633,71.33751034736633,220.01790148871285
18.616959112031118,21.428571428571427,32.47723472969873,67.47723472969872,1017.3693156364011
14.118525492293493,34.285714285714285,28.29788011099611,63.29788011099612,1484.498746662724
16.208202801644802,34.285714285714285,27.253041456320457,62.25304145632046,1448.6757070738443
16.73062212898263,34.285714285714285,26.991831792651542,61.99183179265154,1439.7199471766241
16.861226960817085,34.285714285714285,26.926529376734315,61.92652937673432,1437.4810072023197
16.8938781687757,34.285714285714285,26.910203772755008,61.91020377275501,1436.9212722087432
16.902040970765356,34.285714285714285,26.90612237176018,61.906122371760176,1436.781338460349
16.904081671262766,34.285714285714285,26.905102021511475,61.90510202151148,1436.7463550232508
16.90459184638712,34.285714285714285,26.904846933949297,61.9048469339493,1436.737609163976
16.90471939016821,34.285714285714285,26.904783162058752,61.90478316205875,1436.735422699157
16.90475127611348,34.285714285714285,26.904767219086118,61.904767219086125,1436.7348760829527
16.9047592475998,34.285714285714285,26.90476323334296,61.90476323334296,1436.7347394289015
16.90476124047138,34.285714285714285,26.904762236907168,61.904762236907175,1436.7347052653888
16.904761738689274,34.285714285714285,26.90476198779822,61.904761987798224,1436.7346967245105
16.90476186324375,34.285714285714285,26.904761925520983,61.90476192552099,1436.734694589291
16.904761894382368,34.285714285714285,26.904761909951674,61.904761909951674,1436.734694055486
12.619047616452733,42.857142857142854,24.761904763202207,59.76190476320221,1704.0816327086661
35.119047618398895,0.0,34.94047619080055,69.94047619080055,0.0
2.1726190474568625,55.714285714285715,23.55654761912871,58.55654761912871,2148.1505102085994
35.721726190435646,0.0,34.63913690478218,69.63913690478218,0.0
28.03757440475177,4.285714285714286,36.33835565476697,71.33835565476697,220.02152423471557
18.6165364583308,21.428571428571427,32.477446056548885,67.47744605654889,1017.3738440689046
14.118419828868412,34.285714285714285,28.297932942708652,63.297932942708655,1484.5005580357254
16.208176385788533,34.285714285714285,27.25305466424859,62.253054664248594,1448.6761599170945
16.730615525018564,34.285714285714285,26.991835094633576,61.99183509463357,1439.7200603874367
16.861225309826068,34.285714285714285,26.926530202229824,61.92653020222983,1437.4810355050226
19.036734898885086,30.0,27.981632550557457,62.981632550557464,1289.4489765167239
16.36632658186413,34.285714285714285,27.173979566210793,62.17397956621079,1445.9650136986556
16.77015307403746,34.285714285714285,26.972066320124128,61.97206632012413,1439.0422738328273
16.871109697080794,34.285714285714285,26.921588008602463,61.921588008602455,1437.31158886637
16.896348852841626,34.285714285714285,26.908968430722044,61.90896843072204,1436.8789176247556
16.902658641781834,34.285714285714285,26.90581353625194,61.90581353625194,1436.7707498143523
16.904236089016887,34.285714285714285,26.905024812634416,61.90502481263441,1436.743707861751
8.33320187939708,51.42857142857143,22.619113346015745,57.61911334601575,1934.6972577950958
36.190443326992124,0.0,34.40477833650394,69.40477833650394,0.0
2.44046797460517,55.714285714285715,23.422623155554557,58.42262315555456,2140.689004380897
16.502974136508435,38.57142857142857,24.962798646031498,59.9627986460315,1541.4222334897863
35.01860067698425,0.0,34.990699661507875,69.99069966150788,0.0
2.147507312103201,55.714285714285715,23.569103486805542,58.569103486805545,2148.8500514077377
47.5,0.0,28.75,63.75,0.0
5.267857142857139,55.714285714285715,22.008928571428573,57.00892857142857,2061.9260204081634
36.495535714285715,0.0,34.25223214285714,69.25223214285714,0.0
2.5167410714285694,55.714285714285715,23.384486607142858,58.38448660714286,2138.564253826531
35.80775669642857,0.0,34.596121651785715,69.59612165178572,0.0
2.3447963169642847,55.714285714285715,23.470458984375,58.470458984375,2143.3541434151784
35.7647705078125,0.0,34.61761474609375,69.61761474609375,0.0
2.334049769810264,55.714285714285715,23.47583225795201,58.47583225795201,2143.653511514469
25.04779815673828,21.428571428571427,29.261815207345144,64.26181520734515,948.4674687288247
24.297663824898855,17.142857142857142,31.779739516122,66.779739516122,801.9383917049487
10.181558813367573,42.857142857142854,25.980649164744786,60.98064916474479,1756.3135356319194
34.509675417627605,0.0,35.2451622911862,70.2451622911862,0.0
19.16313314012119,21.428571428571427,32.20414771565369,67.20414771565369,1011.5174510497219
14.25506899931601,34.285714285714285,28.229608357484853,63.22960835748485,1482.1580008280519
16.24233867840043,34.285714285714285,27.235973517942643,62.23597351794264,1448.0905206151763
27.45344181245725,12.857142857142858,32.34470766519995,67.34470766519995,608.7176699811422
9.899074738828602,42.857142857142854,26.12189120201427,61.12189120201427,1762.3667658006113
